question_id,question,answer,image_id
quest4565,what is on the table,"monitor, speaker, paper",image782
quest711,what is the object close to the counter,sink,image127
quest740,what is the object on the floor left of the table,sofa,image1351
quest10668,what is found below the window,bed,image1098
quest2684,how many square leather stool are there,1,image434
quest9565,what object is found behind the chair,water_filter,image833
quest10342,what is kept on top of the wooden table,clothes,image1033
quest5122,what is on the bed,"pillow, toy",image937
quest8290,what is to the left of the toy shelf,toy_car,image442
quest3519,what is on the table,ornamental_plant,image460
quest5562,what is in between the bed,chair,image1054
quest2355,what is the object on the bed,pillow,image1092
quest11443,what is in front of the cabinet,sofa,image1253
quest5999,what is on the left side of the bed,lamp,image1181
quest774,what is the object on the bed,pillow,image1163
quest12183,what is found below the photo,cabinet,image1391
quest10980,what is to the left side of the bed,cabinet,image1166
quest5201,what is on the television,dvd_player,image960
quest11646,what is in front of the sofa,coffee_table,image1289
quest642,what is below the kitchen hood between the cabinets,oven,image882
quest11636,what is hanged on the wall,photo,image1287
quest7417,what is big object,sofa,image166
quest6621,what is on the left side of the pillar,stairs,image1363
quest7878,what is behind the students,drawer,image306
quest4310,what is on the right side of the towel,door,image690
quest5205,what is the colour of the chair,purple,image961
quest866,what is the object on the table,flower_pot,image1424
quest5517,what is the colour of the comforter,"blue, green, yellow",image1042
quest7817,what is on the table,computer,image291
quest11928,what is to the right of the window,cabinet,image1341
quest7681,what is on the sofa,pillow,image249
quest12327,what is hanged in front of the window,blinds,image1420
quest7717,what is the colour of floor,brown,image260
quest7482,what are the things on the shelf,books,image187
quest8385,what is near the sofa,night_stand,image487
quest963,what is the object on the chair,jacket,image1053
quest10518,what is hanged on both sides of the door,curtain,image1070
quest8399,what is in front of the washing machine,cloth_drying_stand,image493
quest8731,what is the colour of sofa,brown,image599
quest8178,what is on the chair,"toy, bag",image399
quest3310,what is behind the drying stand,window,image407
quest2167,what are the objects on the bed,"pillow, blanket",image927
quest364,what is between the two black chairs on the floor,ottoman,image434
quest3724,what is in the shelves,book,image519
quest2826,how many plants are there,1,image14
quest6394,what is in front of the stool,table,image1299
quest3598,what is on the right side of the wall,door,image484
quest4727,what is in front of the ornamental plant,towel,image825
quest547,how many frames are on the wall between the blinds and the bookshelf,4,image396
quest2941,how many lights are there,2,image50
quest472,what is the white object below the reception desk on the floor,radiator,image123
quest1642,what are the objects on the table,"books, ball, telephone, paper",image476
quest6685,how many chairs are surrounding the table,7,image1382
quest3339,what is around the table,chair,image415
quest5720,what is the colour of the wall,"pink, gray",image1100
quest1173,what are stacked on the red paper rack,paper,image9
quest7460,what is the content of the picture,jersey,image178
quest5274,what is on the right side of the night stand,door,image978
quest6928,what is on the table,"towel, towel, clothes",image1443
quest10705,what is on the right side,bed,image1106
quest8132,what is to the left of the table,sofa,image383
quest7136,what is the colour of the table,brown,image54
quest5675,what is on the table nect to the bed,"iron_box, lamp",image1086
quest10773,what object is found in left side,television,image1122
quest10658,what is to the right of the cabinet,bed,image1095
quest1411,what are the objects on top of the bookshelf,wall_decoration,image84
quest9699,what is found in the bottom left corner,stool,image869
quest6215,what is the colour of the vase in between the chair and sofa,red,image1246
quest6437,what is behind the chair,door,image1310
quest9279,how many chairs are there,2,image760
quest2695,how many armchairs are there,2,image1265
quest816,what is the largest object,sofa,image1083
quest2132,what is the object on the stove,vessel,image908
quest1798,what is the object on the table,paper,image618
quest4576,what is on the stove,utensil,image785
quest5191,what is on the bed,"pillow, bag",image956
quest3123,how many pillars are visible,4,image107
quest5366,what is in front of the switch board,"book, picture",image1003
quest6910,what is on the table,"flower, vase",image1439
quest4276,what is on the hanger,clothes,image678
quest11529,what objects are inside the room,"photo, light, decoration_item",image1268
quest3090,what is on the left side of the image95 behind the clothes,candle,image95
quest7077,what is the colour of the chair,red,image33
quest5646,what is the colour of the wall,pink,image1077
quest12448,what is in front of the table,chair,image1445
quest8013,what is in the corner of the shelf,plant,image342
quest5254,what is on the left side of the lamp,door,image973
quest238,what is the largest object on the cabinet,flask,image198
quest1533,what are the objects on the counter,"box, tissue_box, cup, bottle, plant",image123
quest11735,how many photos are there,2,image1305
quest11420,what is the object behind the table,window,image1249
quest3411,how many chairs are there,2,image432
quest2832,what is the colour of the carpet,gray,image15
quest11347,what is on the sofa,pillow,image1236
quest1536,what is the object left of the cups on the counter,plant,image124
quest3880,how many drawers are there,5,image564
quest5303,what is in front of the bookshelf,bed,image986
quest6102,how many chairs are there,2,image1215
quest1300,what are the objects on the shelf frame,"hair_brush, toothbrush, makeup_brush, face_wash_cream, bottle_of_liquid",image45
quest5500,what is on the chair,clothes,image1037
quest8882,what is in front of the mirror,sink,image651
quest11987,what is in front of the window,lamp,image1353
quest1481,what is the black object on the counter close to the printer,tape_dispenser,image108
quest2794,what is the colour of the text on the whiteboard,green,image5
quest11346,what is on the floor,floor_mat,image1236
quest12193,what are the things on the table,books,image1393
quest2171,how many beds are there,2,image931
